Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
gene:BVRB_2g025680,gene:BVRB_7g173060,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.346523,3.52179,0.0983942,4.34383e-21
gene:BVRB_2g030620,gene:BVRB_8g193700,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.122554,2.10703,0.0581643,1.21452e-42
gene:BVRB_2g030660,gene:BVRB_8g193620,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.320054,3.97814,0.0804532,4.43327e-49
gene:BVRB_2g030670,gene:BVRB_8g193450,gbM,gbM,wgd,Same,gbM-gbM,0.174233,4.81895,0.0361559,3.19662e-210
gene:BVRB_2g031160,gene:BVRB_9g223280,unM,unM,wgd,Same,unM-unM,0.309541,3.71306,0.0833654,2.78605e-51
gene:BVRB_2g031170,gene:BVRB_9g223270,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.48904,3.59731,0.135946,6.82158e-15
gene:BVRB_2g031260,gene:BVRB_9g223140,unM,unM,wgd,Same,unM-unM,0.140512,3.59137,0.039125,3.29765e-84
gene:BVRB_2g031360,gene:BVRB_9g223100,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.651648,4.46727,0.145872,1.32859e-31
gene:BVRB_2g031440,gene:BVRB_9g223070,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.422086,4.13967,0.101961,9.20454e-40
gene:BVRB_2g032310,gene:BVRB_8g197150,unM,teM,wgd,Different,unM-teM,0.457724,3.85996,0.118582,4.62653e-44
gene:BVRB_2g032370,gene:BVRB_8g197170,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.277901,4.8785,0.0569645,1.02629e-133
gene:BVRB_2g032690,gene:BVRB_8g197290,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.121764,4.3818,0.0277885,9.29062e-170
gene:BVRB_2g043060,gene:BVRB_8g195180,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.64913,2.66454,0.243617,1.15735e-16
gene:BVRB_2g043300,gene:BVRB_8g195320,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.123173,4.35153,0.0283057,1.26283e-162
gene:BVRB_2g043470,gene:BVRB_8g195540,gbM,gbM,wgd,Same,gbM-gbM,0.232054,4.74717,0.0488825,5.33613e-132
gene:BVRB_2g043550,gene:BVRB_8g195550,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.192641,5.14293,0.0374574,4.54919e-260
gene:BVRB_2g043630,gene:BVRB_8g195660,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.320585,4.24927,0.0754447,3.80959e-54
gene:BVRB_3g049310,gene:BVRB_5g121000,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.526812,3.92032,0.13438,4.17786e-28
gene:BVRB_3g051950,gene:BVRB_1g003030,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.298966,4.40914,0.0678059,9.13159e-105
gene:BVRB_3g052080,gene:BVRB_1g003150,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.352552,2.77794,0.126912,2.01127e-97
gene:BVRB_3g052500,gene:BVRB_5g099330,gbM,unM,wgd,Different,gbM-unM,0.864381,4.07342,0.2122,5.60742e-29
gene:BVRB_3g052580,gene:BVRB_5g099430,unM,unM,wgd,Same,unM-unM,0.494235,3.9923,0.123797,2.66994e-36
gene:BVRB_3g052610,gene:BVRB_5g099450,gbM,gbM,wgd,Same,gbM-gbM,0.337733,4.53451,0.0744806,2.87223e-76
gene:BVRB_3g052840,gene:BVRB_5g099660,gbM,gbM,wgd,Same,gbM-gbM,0.403742,3.70626,0.108935,2.78382e-61
gene:BVRB_3g052980,gene:BVRB_5g099730,unM,unM,wgd,Same,unM-unM,0.739177,2.48987,0.296874,4.95367e-12
gene:BVRB_3g055590,gene:BVRB_1g019300,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.378027,4.6106,0.0819908,2.35275e-104
gene:BVRB_3g055680,gene:BVRB_1g019090,gbM,unM,wgd,Different,gbM-unM,0.265053,4.53302,0.0584715,8.93641e-131
gene:BVRB_3g055920,gene:BVRB_1g018880,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.650241,1.78606,0.364064,1.01633e-07
gene:BVRB_3g062880,gene:BVRB_4g073720,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.40922,4.7989,0.0852737,9.50697e-84
gene:BVRB_3g063290,gene:BVRB_4g074050,gbM,teM,wgd,Different,gbM-teM,0.0207018,1.92318,0.0107643,1.67177e-142
gene:BVRB_3g063340,gene:BVRB_4g074090,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.300315,2.01315,0.149176,4.52113e-54
gene:BVRB_3g063350,gene:BVRB_4g074110,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.374459,4.25775,0.0879477,1.44468e-56
gene:BVRB_4g070960,gene:BVRB_3g068440,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0931396,5.76131,0.0161664,8.42762e-80
gene:BVRB_4g070970,gene:BVRB_3g068460,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0398223,4.15834,0.00957649,2.89377e-170
gene:BVRB_4g070990,gene:BVRB_3g068480,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0946463,4.94885,0.0191249,6.80564e-295
gene:BVRB_4g071150,gene:BVRB_3g068590,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.204515,1.93189,0.105862,4.26483e-33
gene:BVRB_4g073980,gene:BVRB_3g063160,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.285001,4.23602,0.0672804,1.09356e-55
gene:BVRB_4g080080,gene:BVRB_5g122590,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.547794,3.68568,0.148627,2.25602e-32
gene:BVRB_4g089580,gene:BVRB_8g185100,unM,unM,wgd,Same,unM-unM,0.514986,2.01854,0.255127,7.65812e-09
gene:BVRB_4g089870,gene:BVRB_8g184750,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.335385,3.37256,0.0994452,8.64703e-51
gene:BVRB_4g089940,gene:BVRB_8g184680,gbM,gbM,wgd,Same,gbM-gbM,0.310372,4.3145,0.0719368,2.96108e-81
gene:BVRB_4g090060,gene:BVRB_8g184590,gbM,gbM,wgd,Same,gbM-gbM,0.519043,4.50183,0.115296,7.12758e-62
gene:BVRB_5g099180,gene:BVRB_1g003390,unM,teM,wgd,Different,unM-teM,0.365683,4.28582,0.0853238,4.47666e-61
gene:BVRB_5g099710,gene:BVRB_3g052970,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.194892,1.72331,0.113092,6.04217e-36
gene:BVRB_5g099940,gene:BVRB_1g004050,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.424046,1.40797,0.301175,2.02085e-08
gene:BVRB_5g100400,gene:BVRB_1g004480,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.18104,2.36661,0.0764977,1.08323e-91
gene:BVRB_5g101160,gene:BVRB_1g020040,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.17763,2.18751,0.0812021,2.46319e-114
gene:BVRB_5g101770,gene:BVRB_1g019370,unM,teM,wgd,Different,unM-teM,0.224675,3.99547,0.0562326,2.71124e-69
gene:BVRB_5g102020,gene:BVRB_1g019090,gbM,unM,wgd,Different,gbM-unM,0.331643,4.56758,0.072608,1.49195e-94
gene:BVRB_5g102110,gene:BVRB_1g019010,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.192628,4.13936,0.0465357,6.11352e-107
gene:BVRB_5g104000,gene:BVRB_1g002500,unM,teM,wgd,Different,unM-teM,0.312829,4.44384,0.0703961,1.65042e-70
gene:BVRB_5g104030,gene:BVRB_000370,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.720374,1.85502,0.388338,0.00260981
gene:BVRB_5g104120,gene:BVRB_000260,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.194218,3.8763,0.050104,6.92858e-75
gene:BVRB_5g104140,gene:BVRB_000250,gbM,unM,wgd,Different,gbM-unM,0.647711,2.90258,0.22315,2.6165e-17
gene:BVRB_5g113280,gene:BVRB_6g149810,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.33222,1.88935,0.175838,1.21742e-49
gene:BVRB_5g113450,gene:BVRB_6g149660,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.482232,4.43445,0.108747,7.55861e-73
gene:BVRB_5g113890,gene:BVRB_6g136880,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.350006,3.78565,0.092456,1.48266e-46
gene:BVRB_5g114010,gene:BVRB_6g137000,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.36226,3.86804,0.0936546,8.24529e-42
gene:BVRB_5g115060,gene:BVRB_6g154510,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.551608,4.2497,0.129799,3.61955e-54
gene:BVRB_5g115190,gene:BVRB_6g154680,teM,teM,wgd,Same,teM-teM,0.238578,4.54368,0.0525077,3.40034e-95
gene:BVRB_5g115330,gene:BVRB_6g154840,unM,unM,wgd,Same,unM-unM,0.320731,3.92231,0.0817708,3.28511e-87
gene:BVRB_5g115830,gene:BVRB_6g155050,unM,unM,wgd,Same,unM-unM,0.281541,3.78352,0.0744125,7.02368e-42
gene:BVRB_5g115990,gene:BVRB_6g155250,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.654729,3.74318,0.174913,1.74303e-31
gene:BVRB_5g116470,gene:BVRB_6g149530,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.125033,2.24715,0.0556408,1.60738e-112
gene:BVRB_5g116720,gene:BVRB_6g149180,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.202303,4.2435,0.0476737,4.06502e-79
gene:BVRB_5g117100,gene:BVRB_6g148820,unM,unM,wgd,Same,unM-unM,0.58798,3.72675,0.157773,3.43505e-15
gene:BVRB_5g117250,gene:BVRB_6g148610,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.448047,4.03433,0.111059,1.11382e-35
gene:BVRB_5g117730,gene:BVRB_6g148050,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.535905,4.31399,0.124225,5.70139e-39
gene:BVRB_5g118010,gene:BVRB_6g148180,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.0910246,1.7136,0.053119,4.56788e-67
gene:BVRB_5g118030,gene:BVRB_6g148200,unM,unM,wgd,Same,unM-unM,0.0316874,0.487449,0.0650066,1.85796e-16
gene:BVRB_5g118070,gene:BVRB_6g148340,unM,unM,wgd,Same,unM-unM,0.431545,3.64683,0.118334,2.77962e-18
gene:BVRB_5g121060,gene:BVRB_3g049250,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.40605,3.68123,0.110303,8.07572e-34
gene:BVRB_5g122260,gene:BVRB_4g079650,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.539782,4.45773,0.121089,6.77562e-63
gene:BVRB_6g127250,gene:BVRB_9g224270,unM,unM,wgd,Same,unM-unM,0.295852,1.79177,0.165117,2.03688e-10
gene:BVRB_6g127370,gene:BVRB_9g224200,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.280423,4.43555,0.0632218,1.01259e-94
gene:BVRB_6g127460,gene:BVRB_9g223890,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.420908,4.66477,0.0902312,1.93345e-94
gene:BVRB_6g127480,gene:BVRB_9g223840,unM,unM,wgd,Same,unM-unM,0.378928,3.79187,0.0999318,1.05641e-40
gene:BVRB_6g127570,gene:BVRB_9g223600,unM,unM,wgd,Same,unM-unM,0.504218,1.42349,0.354213,7.55731e-05
gene:BVRB_6g129180,gene:BVRB_1g007140,unM,teM,wgd,Different,unM-teM,0.271691,4.11896,0.065961,1.10943e-54
gene:BVRB_6g129200,gene:BVRB_1g007090,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.758166,2.70194,0.2806,0.000634974
gene:BVRB_6g129330,gene:BVRB_1g007020,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.334417,4.02424,0.0831007,3.75703e-50
gene:BVRB_6g130520,gene:BVRB_9g214310,unM,unM,wgd,Same,unM-unM,0.271252,2.0385,0.133064,7.14514e-40
gene:BVRB_6g130540,gene:BVRB_9g214350,unM,unM,wgd,Same,unM-unM,0.567722,1.02428,0.554264,0.00292138
gene:BVRB_6g130580,gene:BVRB_9g214360,unM,unM,wgd,Same,unM-unM,0.272641,4.56648,0.0597049,1.35651e-115
gene:BVRB_6g130940,gene:BVRB_6g150000,gbM,gbM,wgd,Same,gbM-gbM,0.419535,4.50583,0.0931093,4.88132e-67
gene:BVRB_6g131280,gene:BVRB_6g150540,unM,unM,wgd,Same,unM-unM,0.37934,1.97931,0.191653,3.05236e-08
gene:BVRB_6g132980,gene:BVRB_1g010840,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.229415,4.57464,0.0501492,4.54102e-109
gene:BVRB_6g133020,gene:BVRB_1g011000,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.611651,3.82906,0.159739,5.15949e-16
gene:BVRB_6g133630,gene:BVRB_9g221560,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.623973,3.82734,0.16303,8.64338e-42
gene:BVRB_6g133730,gene:BVRB_9g221520,gbM,gbM,wgd,Same,gbM-gbM,0.645659,4.29841,0.150209,1.25271e-27
gene:BVRB_6g133930,gene:BVRB_9g221410,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.646261,4.64693,0.139073,3.37753e-29
gene:BVRB_6g134060,gene:BVRB_9g221380,unM,unM,wgd,Same,unM-unM,0.22286,4.72123,0.0472038,9.97289e-140
gene:BVRB_6g134480,gene:BVRB_9g218630,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.209956,2.73731,0.0767017,2.45917e-55
gene:BVRB_6g134560,gene:BVRB_9g218600,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.515532,3.88899,0.132562,9.464e-33
gene:BVRB_6g134690,gene:BVRB_9g218500,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.426979,3.65297,0.116886,2.18656e-18
gene:BVRB_6g134760,gene:BVRB_9g218390,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.646365,4.14083,0.156096,1.11884e-24
gene:BVRB_6g135080,gene:BVRB_1g009140,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.277206,4.2006,0.065992,2.44216e-63
gene:BVRB_6g135290,gene:BVRB_1g009410,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.46664,4.58664,0.101739,1.36036e-72
gene:BVRB_6g136990,gene:BVRB_5g113980,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.65947,3.73468,0.17658,1.02988e-12
gene:BVRB_6g137200,gene:BVRB_5g114040,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.672946,4.601,0.146261,2.45112e-60
gene:BVRB_6g148160,gene:BVRB_5g118000,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.459713,3.83595,0.119843,1.78208e-49
gene:BVRB_6g148870,gene:BVRB_5g116940,unM,teM,wgd,Different,unM-teM,0.391665,4.49611,0.087112,4.37931e-71
gene:BVRB_6g149020,gene:BVRB_5g116810,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.523928,2.49171,0.210269,8.41468e-42
gene:BVRB_6g149270,gene:BVRB_5g116650,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.336887,3.85218,0.0874536,2.83733e-55
gene:BVRB_6g149860,gene:BVRB_5g113100,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.563858,3.56646,0.1581,0
gene:BVRB_6g154690,gene:BVRB_5g115220,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.489249,3.99169,0.122567,5.44195e-35
gene:BVRB_7g169170,gene:BVRB_8g191130,gbM,gbM,wgd,Same,gbM-gbM,0.308276,5.24367,0.05879,4.82933e-287
gene:BVRB_7g169260,gene:BVRB_8g191110,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.450046,3.6979,0.121703,2.04426e-24
gene:BVRB_7g169440,gene:BVRB_8g191080,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.327539,4.66979,0.07014,5.89729e-91
gene:BVRB_7g169700,gene:BVRB_8g190780,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.121692,4.14871,0.0293326,2.28104e-129
gene:BVRB_7g169720,gene:BVRB_8g190720,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.409409,4.44039,0.092201,4.77006e-90
gene:BVRB_7g172440,gene:BVRB_2g024030,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.197428,3.99833,0.0493776,1.13462e-63
gene:BVRB_7g173230,gene:BVRB_2g025410,gbM,unM,wgd,Different,gbM-unM,0.294214,4.18371,0.0703236,2.39869e-57
gene:BVRB_7g173490,gene:BVRB_2g025200,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.262364,4.76534,0.0550568,1.7993e-186
gene:BVRB_7g173860,gene:BVRB_2g024690,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.398857,4.23656,0.0941465,1.74936e-66
gene:BVRB_7g174030,gene:BVRB_2g024630,gbM,unM,wgd,Different,gbM-unM,0.200266,3.61204,0.0554441,1.20921e-35
gene:BVRB_8g182270,gene:BVRB_9g209260,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.0580019,3.85701,0.015038,1.94111e-71
gene:BVRB_8g182580,gene:BVRB_9g209680,unM,unM,wgd,Same,unM-unM,0.612633,1.19307,0.513493,9.82293e-06
gene:BVRB_8g184550,gene:BVRB_4g090150,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.640463,1.31482,0.48711,0.000393339
gene:BVRB_8g193330,gene:BVRB_2g030780,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.297413,4.24458,0.0700688,1.90647e-63
gene:BVRB_8g193380,gene:BVRB_2g030720,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.45,1.54604,0.291066,2.72892e-07
gene:BVRB_8g193780,gene:BVRB_9g219300,gbM,gbM,wgd,Same,gbM-gbM,0.365932,4.60692,0.0794309,2.91397e-100
gene:BVRB_8g194300,gene:BVRB_9g219590,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.635939,2.51216,0.253144,0.00085582
gene:BVRB_8g194940,gene:BVRB_2g042990,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.591988,3.45063,0.17156,2.75042e-12
gene:BVRB_8g195260,gene:BVRB_2g043220,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.300975,4.7411,0.0634821,5.74777e-153
gene:BVRB_8g196010,gene:BVRB_9g220580,teM,teM,wgd,Same,teM-teM,0.594021,3.90923,0.151954,1.48486e-26
gene:BVRB_8g196040,gene:BVRB_9g220590,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.177233,1.76182,0.100596,3.7172e-99
gene:BVRB_8g196060,gene:BVRB_9g220620,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.420945,3.86108,0.109023,3.08144e-28
gene:BVRB_8g196100,gene:BVRB_9g220690,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.612741,3.23118,0.189634,2.04347e-08
gene:BVRB_8g196220,gene:BVRB_9g220750,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.623511,4.07897,0.15286,1.15882e-35
gene:BVRB_8g196420,gene:BVRB_9g220850,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.283218,2.56637,0.110358,1.04874e-51
gene:BVRB_8g196580,gene:BVRB_9g220940,unM,unM,wgd,Same,unM-unM,0.45145,4.01755,0.11237,1.34125e-29
gene:BVRB_8g196640,gene:BVRB_9g220990,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.225421,4.29036,0.0525413,8.04621e-100
gene:BVRB_8g196780,gene:BVRB_2g032000,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.379847,4.45653,0.0852337,2.36456e-60
gene:BVRB_8g196810,gene:BVRB_9g221150,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.231969,2.20432,0.105234,8.97542e-69
gene:BVRB_8g197100,gene:BVRB_2g032290,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.475735,4.43066,0.107373,5.90918e-70
gene:BVRB_9g209290,gene:BVRB_8g182380,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.331254,2.19487,0.150922,2.3339e-45
gene:BVRB_9g209480,gene:BVRB_8g182420,unM,teM,wgd,Different,unM-teM,0.468571,3.41058,0.137388,3.55994e-14
gene:BVRB_9g214200,gene:BVRB_6g130450,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.346621,1.95071,0.177689,1.11326e-35
gene:BVRB_9g218570,gene:BVRB_6g134600,gbM,unM,wgd,Different,gbM-unM,0.119908,4.09791,0.0292608,1.47869e-100
