Duplicate.1,Duplicate.2,Duplicate.1_Methylation,Duplicate.2_Methylation,Duplication,Similarity,Classification,Ka,Ks,Ka.Ks,P.Value
Medtr1g010140,Medtr3g108290,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.282328,1.85216,0.152431,4.65844e-20
Medtr1g010150,Medtr3g108240,gbM,gbM,wgd,Same,gbM-gbM,0.0859869,2.0994,0.0409578,1.06467e-28
Medtr1g010300,Medtr3g108080,gbM,gbM,wgd,Same,gbM-gbM,0.177935,0.779998,0.228123,1.71368e-99
Medtr1g011380,Medtr3g107995,gbM,teM,wgd,Different,gbM-teM,0.248634,1.564,0.158973,8.99595e-40
Medtr1g011460,Medtr3g107980,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.108422,2.03546,0.0532664,8.73506e-71
Medtr1g011470,Medtr3g107970,gbM,gbM,wgd,Same,gbM-gbM,0.242656,0.803194,0.302114,2.31836e-13
Medtr1g011610,Medtr3g107910,gbM,gbM,wgd,Same,gbM-gbM,0.0615935,0.802094,0.0767909,9.69829e-99
Medtr1g011640,Medtr3g107870,gbM,gbM,wgd,Same,gbM-gbM,0.207949,2.47405,0.084052,7.15929e-216
Medtr1g011755,Medtr3g107720,gbM,gbM,wgd,Same,gbM-gbM,0.311777,1.41966,0.219614,1.78287e-57
Medtr1g011840,Medtr3g107730,gbM,gbM,wgd,Same,gbM-gbM,0.143016,1.09423,0.1307,1.6142e-44
Medtr1g011980,Medtr3g107660,gbM,gbM,wgd,Same,gbM-gbM,0.171307,0.71774,0.238676,1.06719e-40
Medtr1g012030,Medtr3g107510,gbM,gbM,wgd,Same,gbM-gbM,0.157211,1.39733,0.112508,2.12816e-40
Medtr1g012420,Medtr3g107420,gbM,gbM,wgd,Same,gbM-gbM,0.0248954,1.14695,0.0217058,1.03403e-76
Medtr1g012470,Medtr3g107380,unM,unM,wgd,Same,unM-unM,0.251649,1.47037,0.171146,5.11482e-14
Medtr1g012520,Medtr3g107280,gbM,gbM,wgd,Same,gbM-gbM,0.20502,0.94401,0.21718,1.92983e-33
Medtr1g012530,Medtr3g107050,gbM,gbM,wgd,Same,gbM-gbM,0.328753,0.734134,0.44781,3.69188e-08
Medtr1g012550,Medtr3g107070,gbM,gbM,wgd,Same,gbM-gbM,0.186358,1.77991,0.104701,4.20273e-98
Medtr1g012600,Medtr3g106830,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.388275,3.40352,0.11408,9.78813e-11
Medtr1g012850,Medtr3g106550,gbM,gbM,wgd,Same,gbM-gbM,0.209336,0.859472,0.243563,1.38154e-23
Medtr1g013040,Medtr3g106320,unM,unM,wgd,Same,unM-unM,0.135955,0.965112,0.14087,4.70115e-27
Medtr1g013070,Medtr3g106310,unM,unM,wgd,Same,unM-unM,NA,0.662016,2.00406e-12,NA
Medtr1g013100,Medtr3g106250,unM,unM,wgd,Same,unM-unM,0.293662,1.62035,0.181234,9.09103e-26
Medtr1g013110,Medtr3g106240,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.142297,1.32102,0.107717,8.99653e-24
Medtr1g013130,Medtr3g106230,unM,teM,wgd,Different,unM-teM,0.320403,2.94566,0.108771,2.85324e-20
Medtr1g013190,Medtr3g106210,gbM,gbM,wgd,Same,gbM-gbM,0.153238,0.859294,0.17833,5.47798e-77
Medtr1g013350,Medtr3g105765,unM,unM,wgd,Same,unM-unM,0.283264,2.22098,0.12754,1.67049e-05
Medtr1g013360,Medtr3g105590,gbM,gbM,wgd,Same,gbM-gbM,0.136378,1.10056,0.123917,5.0161e-84
Medtr1g013430,Medtr3g105690,unM,unM,wgd,Same,unM-unM,0.49359,2.42962,0.203155,2.89979e-10
Medtr1g013450,Medtr3g105710,unM,unM,wgd,Same,unM-unM,0.331658,1.54177,0.215114,1.00969e-23
Medtr1g013820,Medtr3g106000,gbM,unM,wgd,Different,gbM-unM,0.240174,1.02191,0.235025,5.52219e-14
Medtr1g013820,Medtr3g106000,gbM,unM,wgd,Different,gbM-unM,0.240174,1.02191,0.235025,5.52219e-14
Medtr1g014080,Medtr3g105950,gbM,gbM,wgd,Same,gbM-gbM,0.0557523,0.547154,0.101895,4.91539e-58
Medtr1g014120,Medtr3g105930,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.231538,1.64298,0.140926,5.47926e-20
Medtr1g014190,Medtr3g105880,gbM,gbM,wgd,Same,gbM-gbM,0.124159,0.678796,0.182911,3.15643e-22
Medtr1g014420,Medtr3g106140,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.210701,3.01282,0.0699348,4.95249e-51
Medtr1g014750,Medtr3g105580,unM,unM,wgd,Same,unM-unM,0.285687,1.34482,0.212435,4.42339e-23
Medtr1g014930,Medtr3g105340,gbM,unM,wgd,Different,gbM-unM,0.373574,4.54654,0.0821667,1.16652e-14
Medtr1g015000,Medtr3g105330,unM,unM,wgd,Same,unM-unM,0.250509,1.64814,0.151995,1.12706e-13
Medtr1g015050,Medtr3g104660,gbM,teM,wgd,Different,gbM-teM,0.316611,1.74797,0.18113,1.47176e-38
Medtr1g015110,Medtr3g104710,gbM,gbM,wgd,Same,gbM-gbM,0.199814,1.05763,0.188927,2.81883e-31
Medtr1g015140,Medtr3g104750,unM,unM,wgd,Same,unM-unM,0.208374,0.549029,0.379533,0.000194732
Medtr1g015165,Medtr3g104780,unM,unM,wgd,Same,unM-unM,0.0955395,1.42661,0.0669698,1.31515e-21
Medtr1g015470,Medtr3g105090,unM,unM,wgd,Same,unM-unM,0.212745,0.707661,0.300631,4.11461e-05
Medtr1g015620,Medtr3g105200,gbM,gbM,wgd,Same,gbM-gbM,0.106788,0.739683,0.14437,1.19919e-110
Medtr1g015650,Medtr3g105210,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.274838,2.22901,0.1233,3.14743e-22
Medtr1g016080,Medtr3g104420,gbM,gbM,wgd,Same,gbM-gbM,0.21098,1.01492,0.207878,1.04472e-13
Medtr1g016120,Medtr3g104400,unM,unM,wgd,Same,unM-unM,0.18674,1.89045,0.0987806,1.47994e-55
Medtr1g016760,Medtr3g104270,gbM,gbM,wgd,Same,gbM-gbM,0.193073,1.0601,0.182127,3.44478e-36
Medtr1g016850,Medtr3g104110,unM,unM,wgd,Same,unM-unM,0.270486,1.58804,0.170327,3.67691e-07
Medtr1g016910,Medtr3g103980,gbM,teM,wgd,Different,gbM-teM,0.460902,4.00477,0.115088,8.82689e-64
Medtr1g016920,Medtr3g103970,gbM,gbM,wgd,Same,gbM-gbM,0.304113,0.955181,0.318382,1.73227e-20
Medtr1g017020,Medtr3g103610,gbM,gbM,wgd,Same,gbM-gbM,0.132323,1.25984,0.105031,1.02064e-76
Medtr1g017090,Medtr4g097600,unM,unM,wgd,Same,unM-unM,0.415459,2.28525,0.181801,1.24908e-19
Medtr1g017140,Medtr3g103570,unM,unM,wgd,Same,unM-unM,0.287069,1.7298,0.165955,1.84321e-26
Medtr1g017170,Medtr3g103560,gbM,gbM,wgd,Same,gbM-gbM,0.224822,0.873438,0.257399,9.95749e-36
Medtr1g017220,Medtr4g097530,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.241591,3.2316,0.0747591,2.8957e-35
Medtr1g017260,Medtr3g103520,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.401985,1.27103,0.316267,9.11478e-10
Medtr1g017270,Medtr3g103510,gbM,gbM,wgd,Same,gbM-gbM,0.096403,0.960024,0.100417,7.54067e-58
Medtr1g017400,Medtr3g103460,unM,unM,wgd,Same,unM-unM,0.209663,2.17584,0.0963596,4.03998e-55
Medtr1g017520,Medtr1g106025,gbM,gbM,wgd,Same,gbM-gbM,0.347223,2.95216,0.117617,3.65794e-100
Medtr1g017530,Medtr3g103400,unM,unM,wgd,Same,unM-unM,0.45082,1.44072,0.312912,1.50456e-15
Medtr1g017570,Medtr3g103360,unM,unM,wgd,Same,unM-unM,0.353353,0.605922,0.583166,0.0108176
Medtr1g017590,Medtr1g106030,unM,unM,wgd,Same,unM-unM,0.676736,1.7596,0.384598,0.0228912
Medtr1g017830,Medtr3g103290,unM,teM,wgd,Different,unM-teM,0.265086,3.27758,0.0808786,2.21334e-21
Medtr1g017990,Medtr3g103190,unM,unM,wgd,Same,unM-unM,0.393725,1.66316,0.236733,2.80579e-09
Medtr1g018020,Medtr3g103180,unM,unM,wgd,Same,unM-unM,0.238102,0.866911,0.274655,0.000123528
Medtr1g018180,Medtr3g103050,unM,unM,wgd,Same,unM-unM,0.146881,1.28727,0.114103,1.27673e-37
Medtr1g018420,Medtr1g106730,unM,unM,wgd,Same,unM-unM,0.350382,3.67625,0.0953096,3.12413e-26
Medtr1g018420,Medtr3g102980,unM,unM,wgd,Same,unM-unM,0.24954,2.15882,0.115591,1.72195e-20
Medtr1g018550,Medtr3g102790,gbM,gbM,wgd,Same,gbM-gbM,0.218677,1.12584,0.194234,3.64347e-20
Medtr1g018580,Medtr3g102730,gbM,unM,wgd,Different,gbM-unM,0.187293,1.60997,0.116333,3.71033e-39
Medtr1g018620,Medtr1g106875,gbM,gbM,wgd,Same,gbM-gbM,0.147701,2.81824,0.0524091,1.12995e-92
Medtr1g018620,Medtr3g102670,gbM,gbM,wgd,Same,gbM-gbM,0.118924,0.999083,0.119033,2.99578e-42
Medtr1g018640,Medtr3g102660,unM,unM,wgd,Same,unM-unM,0.152468,1.17672,0.12957,4.76941e-10
Medtr1g018680,Medtr3g102510,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.330379,3.98447,0.0829168,4.82868e-53
Medtr1g018710,Medtr3g102500,unM,unM,wgd,Same,unM-unM,0.347696,1.47778,0.235283,1.11774e-06
Medtr1g018750,Medtr3g102390,unM,unM,wgd,Same,unM-unM,0.339108,3.64182,0.0931149,2.0021e-34
Medtr1g018760,Medtr3g102370,unM,unM,wgd,Same,unM-unM,0.0771334,1.99846,0.0385963,1.8149e-61
Medtr1g018940,Medtr3g102170,gbM,gbM,wgd,Same,gbM-gbM,0.0838202,0.496775,0.168729,2.28938e-57
Medtr1g019040,Medtr3g102120,unM,unM,wgd,Same,unM-unM,0.252012,1.79729,0.140218,2.32619e-42
Medtr1g019110,Medtr3g102100,unM,unM,wgd,Same,unM-unM,0.249266,1.40939,0.176861,4.62534e-15
Medtr1g019150,Medtr3g102040,gbM,gbM,wgd,Same,gbM-gbM,0.128712,1.06568,0.120779,3.40896e-57
Medtr1g019490,Medtr3g101660,gbM,gbM,wgd,Same,gbM-gbM,0.282598,1.18828,0.237822,9.54533e-43
Medtr1g019740,Medtr3g101590,gbM,gbM,wgd,Same,gbM-gbM,0.239432,1.97141,0.121452,3.20851e-57
Medtr1g019760,Medtr3g101540,gbM,gbM,wgd,Same,gbM-gbM,0.0844111,0.625774,0.134891,2.20997e-36
Medtr1g019780,Medtr3g101480,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.176349,0.686866,0.256745,8.58388e-15
Medtr1g019940,Medtr3g101400,unM,unM,wgd,Same,unM-unM,0.136597,1.9067,0.0716407,4.93409e-67
Medtr1g020080,Medtr3g101370,gbM,gbM,wgd,Same,gbM-gbM,0.145247,1.69332,0.0857761,1.2748e-35
Medtr1g021040,Medtr3g101340,gbM,unM,wgd,Different,gbM-unM,0.193737,0.705342,0.274671,1.70217e-21
Medtr1g021070,Medtr3g101320,unM,unM,wgd,Same,unM-unM,0.280152,2.37263,0.118076,3.18423e-24
Medtr1g021680,Medtr3g111590,gbM,gbM,wgd,Same,gbM-gbM,0.104799,0.634678,0.165122,9.67773e-56
Medtr1g021915,Medtr3g111610,teM,teM,wgd,Same,teM-teM,0.256447,3.90649,0.0656464,2.16873e-46
Medtr1g021945,Medtr3g111620,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.165706,2.03222,0.0815395,9.27239e-37
Medtr1g021950,Medtr3g111630,gbM,gbM,wgd,Same,gbM-gbM,0.108273,0.641531,0.168772,3.64193e-55
Medtr1g022075,Medtr3g111790,gbM,unM,wgd,Different,gbM-unM,0.176463,1.69559,0.104072,5.19156e-53
Medtr1g022145,Medtr3g111810,gbM,gbM,wgd,Same,gbM-gbM,0.311319,0.988935,0.314802,1.69025e-19
Medtr1g022185,Medtr8g077700,gbM,gbM,wgd,Same,gbM-gbM,0.240619,2.4425,0.0985132,5.65961e-40
Medtr1g022260,Medtr3g111870,gbM,gbM,wgd,Same,gbM-gbM,0.13555,0.635776,0.213203,1.16172e-27
Medtr1g022290,Medtr3g111880,unM,unM,wgd,Same,unM-unM,0.140451,2.1686,0.0647659,7.15449e-11
Medtr1g022295,Medtr8g077570,gbM,gbM,wgd,Same,gbM-gbM,0.245756,1.78786,0.137458,7.10124e-19
Medtr1g022315,Medtr8g077310,gbM,gbM,wgd,Same,gbM-gbM,0.168661,2.70463,0.0623601,6.57169e-91
Medtr1g022365,Medtr3g111950,gbM,unM,wgd,Different,gbM-unM,0.416617,2.35017,0.177271,3.40539e-12
Medtr1g022370,Medtr8g077195,gbM,gbM,wgd,Same,gbM-gbM,0.251517,4.21935,0.0596104,4.53121e-92
Medtr1g022395,Medtr3g111970,unM,unM,wgd,Same,unM-unM,0.218988,0.705569,0.310371,0.000128996
Medtr1g022405,Medtr3g112020,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0940709,0.491447,0.191416,6.16662e-16
Medtr1g022415,Medtr8g077150,gbM,gbM,wgd,Same,gbM-gbM,0.714114,2.18836,0.326325,2.00213e-39
Medtr1g022455,Medtr8g077040,unM,unM,wgd,Same,unM-unM,0.505478,4.05762,0.124575,9.9692e-42
Medtr1g022475,Medtr3g112130,gbM,gbM,wgd,Same,gbM-gbM,0.177964,0.714901,0.248935,1.09624e-21
Medtr1g022480,Medtr3g112150,gbM,gbM,wgd,Same,gbM-gbM,0.165568,0.73082,0.226551,3.91977e-29
Medtr1g022485,Medtr3g112160,gbM,gbM,wgd,Same,gbM-gbM,0.161494,0.572121,0.282272,3.60114e-13
Medtr1g022495,Medtr3g112220,unM,unM,wgd,Same,unM-unM,0.236763,1.66151,0.142499,6.67199e-10
Medtr1g022505,Medtr3g112230,gbM,gbM,wgd,Same,gbM-gbM,0.244117,1.2882,0.189502,1.57176e-23
Medtr1g023050,Medtr3g112290,gbM,unM,wgd,Different,gbM-unM,0.614089,4.12087,0.149019,1.41602e-32
Medtr1g023120,Medtr3g112370,gbM,gbM,wgd,Same,gbM-gbM,0.106725,1.21038,0.0881751,5.72183e-75
Medtr1g023140,Medtr3g112410,unM,unM,wgd,Same,unM-unM,0.139214,0.740671,0.187957,6.42579e-09
Medtr1g023170,Medtr3g112440,unM,teM,wgd,Different,unM-teM,0.325124,3.61531,0.08993,1.09211e-29
Medtr1g023180,Medtr3g112480,unM,unM,wgd,Same,unM-unM,0.0955267,1.03106,0.0926492,4.28589e-50
Medtr1g023230,Medtr3g112510,unM,unM,wgd,Same,unM-unM,0.330338,1.65577,0.199507,2.93698e-15
Medtr1g023260,Medtr3g113070,unM,unM,wgd,Same,unM-unM,0.290494,2.40767,0.120654,1.65734e-15
Medtr1g023270,Medtr3g113080,unM,unM,wgd,Same,unM-unM,0.297801,0.732973,0.406292,1.01885e-05
Medtr1g023340,Medtr3g113160,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.123537,1.46445,0.0843572,3.61554e-41
Medtr1g023510,Medtr3g113170,gbM,gbM,wgd,Same,gbM-gbM,0.232088,0.693648,0.33459,6.46526e-51
Medtr1g024005,Medtr3g113270,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.121115,1.27783,0.0947818,4.17648e-40
Medtr1g024095,Medtr3g113290,gbM,gbM,wgd,Same,gbM-gbM,0.162986,0.914917,0.178143,6.37507e-63
Medtr1g024930,Medtr3g113790,gbM,gbM,wgd,Same,gbM-gbM,0.198809,0.835604,0.237922,5.89029e-15
Medtr1g025180,Medtr3g113840,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.412261,0.953682,0.432283,2.81658e-10
Medtr1g025220,Medtr3g113890,unM,unM,wgd,Same,unM-unM,0.181438,1.51204,0.119996,1.1793e-11
Medtr1g025340,Medtr3g114010,gbM,gbM,wgd,Same,gbM-gbM,0.258599,0.935093,0.276549,1.60632e-25
Medtr1g025420,Medtr3g114030,unM,unM,wgd,Same,unM-unM,0.106116,1.637,0.0648233,7.50882e-49
Medtr1g025610,Medtr5g022610,gbM,gbM,wgd,Same,gbM-gbM,0.133764,1.57665,0.0848408,1.22172e-136
Medtr1g025920,Medtr3g114340,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.407293,1.08202,0.376421,3.64527e-11
Medtr1g025960,Medtr3g114460,unM,teM,wgd,Different,unM-teM,0.322558,1.18328,0.272597,4.62034e-11
Medtr1g026030,Medtr3g114480,gbM,teM,wgd,Different,gbM-teM,0.0580583,1.07162,0.0541779,6.82838e-71
Medtr1g026070,Medtr3g114500,unM,unM,wgd,Same,unM-unM,0.259801,2.18152,0.119092,9.21609e-15
Medtr1g026110,Medtr3g114750,unM,unM,wgd,Same,unM-unM,0.271051,1.22455,0.221347,1.08925e-12
Medtr1g026160,Medtr3g114900,gbM,gbM,wgd,Same,gbM-gbM,0.209741,0.985802,0.212762,2.94265e-26
Medtr1g026160,Medtr5g023150,gbM,gbM,wgd,Same,gbM-gbM,0.318904,3.19991,0.0996601,4.05971e-54
Medtr1g026380,Medtr3g115030,gbM,gbM,wgd,Same,gbM-gbM,0.109387,0.853434,0.128173,1.00821e-57
Medtr1g026410,Medtr3g115050,gbM,gbM,wgd,Same,gbM-gbM,0.0852539,1.59938,0.0533042,8.21191e-80
Medtr1g026940,Medtr1g027820,gbM,unM,wgd,Different,gbM-unM,0.29485,4.43493,0.0664836,3.37707e-73
Medtr1g027040,Medtr1g028080,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.313001,2.75578,0.11358,2.47867e-59
Medtr1g027690,Medtr1g031540,gbM,gbM,wgd,Same,gbM-gbM,0.360464,4.36594,0.0825628,8.16745e-71
Medtr1g028220,Medtr1g027500,teM,Unclassified,wgd,Undetermined,teM-Unclassified,0.288173,4.40553,0.0654117,1.21515e-77
Medtr1g028280,Medtr1g027680,gbM,teM,wgd,Different,gbM-teM,0.396198,4.47543,0.0885273,1.17541e-75
Medtr1g028360,Medtr3g091090,gbM,gbM,wgd,Same,gbM-gbM,0.10802,0.751426,0.143753,3.87837e-27
Medtr1g028370,Medtr3g091080,gbM,gbM,wgd,Same,gbM-gbM,0.121783,0.869241,0.140103,1.06354e-53
Medtr1g028380,Medtr3g090980,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0752536,1.04914,0.0717287,1.00389e-27
Medtr1g028440,Medtr3g090960,gbM,gbM,wgd,Same,gbM-gbM,0.0816117,0.628476,0.129857,3.20831e-35
Medtr1g028460,Medtr3g090940,unM,unM,wgd,Same,unM-unM,0.164817,1.13467,0.145256,3.43894e-25
Medtr1g028470,Medtr3g090850,gbM,unM,wgd,Different,gbM-unM,0.192358,1.61654,0.118994,4.178e-23
Medtr1g028890,Medtr3g090660,gbM,gbM,wgd,Same,gbM-gbM,0.191916,1.18093,0.162512,1.43609e-44
Medtr1g029400,Medtr3g089075,gbM,gbM,wgd,Same,gbM-gbM,0.101993,0.927423,0.109975,2.79733e-83
Medtr1g029420,Medtr3g089055,gbM,gbM,wgd,Same,gbM-gbM,0.144234,1.07499,0.134173,3.50024e-48
Medtr1g029440,Medtr3g088965,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.354519,1.01216,0.350261,2.98113e-10
Medtr1g029500,Medtr3g088895,gbM,gbM,wgd,Same,gbM-gbM,0.105862,1.0949,0.0966866,1.80503e-38
Medtr1g029520,Medtr3g088885,gbM,gbM,wgd,Same,gbM-gbM,0.128711,0.679141,0.18952,3.7498e-32
Medtr1g029550,Medtr3g088815,unM,unM,wgd,Same,unM-unM,0.424223,3.5581,0.119227,6.26135e-24
Medtr1g029690,Medtr3g088640,gbM,gbM,wgd,Same,gbM-gbM,0.139677,0.987873,0.141391,5.47854e-59
Medtr1g029850,Medtr3g088560,gbM,gbM,wgd,Same,gbM-gbM,0.138555,2.10761,0.0657402,1.92424e-42
Medtr1g030060,Medtr3g088030,gbM,unM,wgd,Different,gbM-unM,0.151407,2.20494,0.068667,1.11191e-20
Medtr1g030290,Medtr3g087980,gbM,gbM,wgd,Same,gbM-gbM,0.146014,0.924147,0.157999,1.70086e-55
Medtr1g031460,Medtr1g028080,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.404989,4.40217,0.0919976,3.21473e-73
Medtr1g031460,Medtr1g028080,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.404989,4.40217,0.0919976,3.21473e-73
Medtr1g031510,Medtr1g028020,gbM,teM,wgd,Different,gbM-teM,0.337775,4.14788,0.081433,1.60043e-59
Medtr1g031510,Medtr1g028170,gbM,teM,wgd,Different,gbM-teM,0.303662,3.66641,0.0828226,1.645e-46
Medtr1g032100,Medtr8g105260,gbM,gbM,wgd,Same,gbM-gbM,0.125024,1.11329,0.112302,1.81323e-49
Medtr1g032110,Medtr8g105270,gbM,gbM,wgd,Same,gbM-gbM,0.0886783,0.858198,0.103331,7.56795e-64
Medtr1g032440,Medtr8g105330,Unclassified,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.179614,1.89854,0.0946063,6.63384e-34
Medtr1g032450,Medtr8g105340,unM,Unclassified,wgd,Undetermined,unM-Unclassified,0.0159756,1.59982,0.00998583,1.78227e-86
Medtr1g032520,Medtr8g105350,gbM,gbM,wgd,Same,gbM-gbM,0.0896652,0.636442,0.140885,1.55628e-50
Medtr1g032550,Medtr8g105580,gbM,gbM,wgd,Same,gbM-gbM,0.0550489,1.25192,0.0439715,2.29396e-103
Medtr1g032730,Medtr8g105740,gbM,gbM,wgd,Same,gbM-gbM,0.0708179,1.11992,0.063235,1.84457e-118
Medtr1g032860,Medtr8g105910,gbM,unM,wgd,Different,gbM-unM,0.213541,0.816917,0.261399,3.06245e-15
Medtr1g033000,Medtr8g106100,gbM,teM,wgd,Different,gbM-teM,0.241449,3.40902,0.0708267,4.7972e-119
Medtr1g034270,Medtr4g068560,unM,unM,wgd,Same,unM-unM,0.406144,0.55581,0.730725,0.297738
Medtr1g034340,Medtr4g068520,gbM,gbM,wgd,Same,gbM-gbM,0.208335,1.62363,0.128315,6.7343e-15
Medtr1g034360,Medtr4g068670,gbM,gbM,wgd,Same,gbM-gbM,0.10544,0.687544,0.153357,2.06722e-48
Medtr1g034390,Medtr4g068790,gbM,Unclassified,wgd,Undetermined,gbM-Unclassified,0.172722,1.48895,0.116003,1.38054e-33
Medtr1g037260,Medtr1g051695,unM,teM,wgd,Different,unM-teM,0.24752,1.58309,0.156352,3.60988e-09
Medtr1g037610,Medtr3g014320,gbM,gbM,wgd,Same,gbM-gbM,0.0580545,0.109721,0.529109,1.54415e-06
Medtr1g041465,Medtr1g075740,gbM,gbM,wgd,Same,gbM-gbM,0.214765,0.715194,0.300289,4.1399e-38
